"date","yearweek"
2015-12-23,"201551"
2015-12-24,"201551"
2015-12-25,"201551"
2015-12-26,"201551"
2015-12-27,"201552"
2015-12-28,"201552"
2015-12-29,"201552"
2015-12-30,"201552"
2015-12-31,"201552"
2016-01-01,"201552"
2016-01-02,"201552"
2016-01-03,"201601"
2016-01-04,"201601"
2016-01-05,"201601"
2016-01-06,"201601"
2016-01-07,"201601"
2016-01-08,"201601"
2016-01-09,"201601"
2016-01-10,"201602"
2016-01-11,"201602"
2016-01-12,"201602"
2016-01-13,"201602"
2016-01-14,"201602"
2016-01-15,"201602"
2016-01-16,"201602"
2016-01-17,"201603"
2016-01-18,"201603"
2016-01-19,"201603"
2016-01-20,"201603"
2016-01-21,"201603"
2016-01-22,"201603"
2016-01-23,"201603"
2016-01-24,"201604"
2016-01-25,"201604"
2016-01-26,"201604"
2016-01-27,"201604"
2016-01-28,"201604"
2016-01-29,"201604"
2016-01-30,"201604"
2016-01-31,"201605"
2016-02-01,"201605"
2016-02-02,"201605"
2016-02-03,"201605"
2016-02-04,"201605"
2016-02-05,"201605"
2016-02-06,"201605"
2016-02-07,"201606"
2016-02-08,"201606"
2016-02-09,"201606"
2016-02-10,"201606"
2016-02-11,"201606"
2016-02-12,"201606"
2016-02-13,"201606"
2016-02-14,"201607"
2016-02-15,"201607"
2016-02-16,"201607"
2016-02-17,"201607"
2016-02-18,"201607"
2016-02-19,"201607"
2016-02-20,"201607"
2016-02-21,"201608"
2016-02-22,"201608"
2016-02-23,"201608"
2016-02-24,"201608"
2016-02-25,"201608"
2016-02-26,"201608"
2016-02-27,"201608"
2016-02-28,"201609"
2016-02-29,"201609"
2016-03-01,"201609"
2016-03-02,"201609"
2016-03-03,"201609"
2016-03-04,"201609"
2016-03-05,"201609"
2016-03-06,"201610"
2016-03-07,"201610"
2016-03-08,"201610"
2016-03-09,"201610"
2016-03-10,"201610"
2016-03-11,"201610"
2016-03-12,"201610"
2016-03-13,"201611"
2016-03-14,"201611"
2016-03-15,"201611"
2016-03-16,"201611"
2016-03-17,"201611"
2016-03-18,"201611"
2016-03-19,"201611"
2016-03-20,"201612"
2016-03-21,"201612"
2016-03-22,"201612"
2016-03-23,"201612"
2016-03-24,"201612"
2016-03-25,"201612"
2016-03-26,"201612"
2016-03-27,"201613"
2016-03-28,"201613"
2016-03-29,"201613"
2016-03-30,"201613"
2016-03-31,"201613"
2016-04-01,"201613"
2016-04-02,"201613"
2016-04-03,"201614"
2016-04-04,"201614"
2016-04-05,"201614"
2016-04-06,"201614"
2016-04-07,"201614"
2016-04-08,"201614"
2016-04-09,"201614"
2016-04-10,"201615"
2016-04-11,"201615"
2016-04-12,"201615"
2016-04-13,"201615"
2016-04-14,"201615"
2016-04-15,"201615"
2016-04-16,"201615"
2016-04-17,"201616"
2016-04-18,"201616"
2016-04-19,"201616"
2016-04-20,"201616"
2016-04-21,"201616"
2016-04-22,"201616"
2016-04-23,"201616"
2016-04-24,"201617"
2016-04-25,"201617"
2016-04-26,"201617"
2016-04-27,"201617"
2016-04-28,"201617"
2016-04-29,"201617"
2016-04-30,"201617"
2016-05-01,"201618"
2016-05-02,"201618"
2016-05-03,"201618"
2016-05-04,"201618"
2016-05-05,"201618"
2016-05-06,"201618"
2016-05-07,"201618"
2016-05-08,"201619"
2016-05-09,"201619"
2016-05-10,"201619"
2016-05-11,"201619"
2016-05-12,"201619"
2016-05-13,"201619"
2016-05-14,"201619"
2016-05-15,"201620"
2016-05-16,"201620"
2016-05-17,"201620"
2016-05-18,"201620"
2016-05-19,"201620"
2016-05-20,"201620"
2016-05-21,"201620"
2016-05-22,"201621"
2016-05-23,"201621"
2016-05-24,"201621"
2016-05-25,"201621"
2016-05-26,"201621"
2016-05-27,"201621"
2016-05-28,"201621"
2016-05-29,"201622"
2016-05-30,"201622"
2016-05-31,"201622"
2016-06-01,"201622"
2016-06-02,"201622"
2016-06-03,"201622"
2016-06-04,"201622"
2016-06-05,"201623"
2016-06-06,"201623"
2016-06-07,"201623"
2016-06-08,"201623"
2016-06-09,"201623"
2016-06-10,"201623"
2016-06-11,"201623"
2016-06-12,"201624"
2016-06-13,"201624"
2016-06-14,"201624"
2016-06-15,"201624"
2016-06-16,"201624"
2016-06-17,"201624"
2016-06-18,"201624"
2016-06-19,"201625"
2016-06-20,"201625"
2016-06-21,"201625"
2016-06-22,"201625"
2016-06-23,"201625"
2016-06-24,"201625"
2016-06-25,"201625"
2016-06-26,"201626"
2016-06-27,"201626"
2016-06-28,"201626"
2016-06-29,"201626"
2016-06-30,"201626"
2016-07-01,"201626"
2016-07-02,"201626"
2016-07-03,"201627"
2016-07-04,"201627"
2016-07-05,"201627"
2016-07-06,"201627"
2016-07-07,"201627"
2016-07-08,"201627"
2016-07-09,"201627"
2016-07-10,"201628"
2016-07-11,"201628"
2016-07-12,"201628"
2016-07-13,"201628"
2016-07-14,"201628"
2016-07-15,"201628"
2016-07-16,"201628"
2016-07-17,"201629"
2016-07-18,"201629"
2016-07-19,"201629"
2016-07-20,"201629"
2016-07-21,"201629"
2016-07-22,"201629"
2016-07-23,"201629"
2016-07-24,"201630"
2016-07-25,"201630"
2016-07-26,"201630"
2016-07-27,"201630"
2016-07-28,"201630"
2016-07-29,"201630"
2016-07-30,"201630"
2016-07-31,"201631"
2016-08-01,"201631"
2016-08-02,"201631"
2016-08-03,"201631"
2016-08-04,"201631"
2016-08-05,"201631"
2016-08-06,"201631"
2016-08-07,"201632"
2016-08-08,"201632"
2016-08-09,"201632"
2016-08-10,"201632"
2016-08-11,"201632"
2016-08-12,"201632"
2016-08-13,"201632"
2016-08-14,"201633"
2016-08-15,"201633"
2016-08-16,"201633"
2016-08-17,"201633"
2016-08-18,"201633"
2016-08-19,"201633"
2016-08-20,"201633"
2016-08-21,"201634"
2016-08-22,"201634"
2016-08-23,"201634"
2016-08-24,"201634"
2016-08-25,"201634"
2016-08-26,"201634"
2016-08-27,"201634"
2016-08-28,"201635"
2016-08-29,"201635"
2016-08-30,"201635"
2016-08-31,"201635"
2016-09-01,"201635"
2016-09-02,"201635"
2016-09-03,"201635"
2016-09-04,"201636"
2016-09-05,"201636"
2016-09-06,"201636"
2016-09-07,"201636"
2016-09-08,"201636"
2016-09-09,"201636"
2016-09-10,"201636"
2016-09-11,"201637"
2016-09-12,"201637"
2016-09-13,"201637"
2016-09-14,"201637"
2016-09-15,"201637"
2016-09-16,"201637"
2016-09-17,"201637"
2016-09-18,"201638"
2016-09-19,"201638"
2016-09-20,"201638"
2016-09-21,"201638"
2016-09-22,"201638"
2016-09-23,"201638"
2016-09-24,"201638"
2016-09-25,"201639"
2016-09-26,"201639"
2016-09-27,"201639"
2016-09-28,"201639"
2016-09-29,"201639"
2016-09-30,"201639"
2016-10-01,"201639"
2016-10-02,"201640"
2016-10-03,"201640"
2016-10-04,"201640"
2016-10-05,"201640"
2016-10-06,"201640"
2016-10-07,"201640"
2016-10-08,"201640"
2016-10-09,"201641"
2016-10-10,"201641"
2016-10-11,"201641"
2016-10-12,"201641"
2016-10-13,"201641"
2016-10-14,"201641"
2016-10-15,"201641"
2016-10-16,"201642"
2016-10-17,"201642"
2016-10-18,"201642"
2016-10-19,"201642"
2016-10-20,"201642"
2016-10-21,"201642"
2016-10-22,"201642"
2016-10-23,"201643"
2016-10-24,"201643"
2016-10-25,"201643"
2016-10-26,"201643"
2016-10-27,"201643"
2016-10-28,"201643"
2016-10-29,"201643"
2016-10-30,"201644"
2016-10-31,"201644"
2016-11-01,"201644"
2016-11-02,"201644"
2016-11-03,"201644"
2016-11-04,"201644"
2016-11-05,"201644"
2016-11-06,"201645"
2016-11-07,"201645"
2016-11-08,"201645"
2016-11-09,"201645"
2016-11-10,"201645"
2016-11-11,"201645"
2016-11-12,"201645"
2016-11-13,"201646"
2016-11-14,"201646"
2016-11-15,"201646"
2016-11-16,"201646"
2016-11-17,"201646"
2016-11-18,"201646"
2016-11-19,"201646"
2016-11-20,"201647"
2016-11-21,"201647"
2016-11-22,"201647"
2016-11-23,"201647"
2016-11-24,"201647"
2016-11-25,"201647"
2016-11-26,"201647"
2016-11-27,"201648"
2016-11-28,"201648"
2016-11-29,"201648"
2016-11-30,"201648"
2016-12-01,"201648"
2016-12-02,"201648"
2016-12-03,"201648"
2016-12-04,"201649"
2016-12-05,"201649"
2016-12-06,"201649"
2016-12-07,"201649"
2016-12-08,"201649"
2016-12-09,"201649"
2016-12-10,"201649"
2016-12-11,"201650"
2016-12-12,"201650"
2016-12-13,"201650"
2016-12-14,"201650"
2016-12-15,"201650"
2016-12-16,"201650"
2016-12-17,"201650"
2016-12-18,"201651"
2016-12-19,"201651"
2016-12-20,"201651"
2016-12-21,"201651"
2016-12-22,"201651"
2016-12-23,"201651"
2016-12-24,"201651"
2016-12-25,"201652"
2016-12-26,"201652"
2016-12-27,"201652"
2016-12-28,"201652"
2016-12-29,"201652"
2016-12-30,"201652"
2016-12-31,"201652"
2017-01-01,"201701"
2017-01-02,"201701"
2017-01-03,"201701"
2017-01-04,"201701"
2017-01-05,"201701"
2017-01-06,"201701"
2017-01-07,"201701"
2017-01-08,"201702"
2017-01-09,"201702"
2017-01-10,"201702"
2017-01-11,"201702"
2017-01-12,"201702"
2017-01-13,"201702"
2017-01-14,"201702"
2017-01-15,"201703"
2017-01-16,"201703"
2017-01-17,"201703"
2017-01-18,"201703"
2017-01-19,"201703"
2017-01-20,"201703"
2017-01-21,"201703"
2017-01-22,"201704"
2017-01-23,"201704"
2017-01-24,"201704"
2017-01-25,"201704"
2017-01-26,"201704"
2017-01-27,"201704"
2017-01-28,"201704"
2017-01-29,"201705"
2017-01-30,"201705"
2017-01-31,"201705"
2017-02-01,"201705"
2017-02-02,"201705"
2017-02-03,"201705"
2017-02-04,"201705"
2017-02-05,"201706"
2017-02-06,"201706"
2017-02-07,"201706"
2017-02-08,"201706"
2017-02-09,"201706"
2017-02-10,"201706"
2017-02-11,"201706"
2017-02-12,"201707"
2017-02-13,"201707"
2017-02-14,"201707"
2017-02-15,"201707"
2017-02-16,"201707"
2017-02-17,"201707"
2017-02-18,"201707"
2017-02-19,"201708"
2017-02-20,"201708"
2017-02-21,"201708"
2017-02-22,"201708"
2017-02-23,"201708"
2017-02-24,"201708"
2017-02-25,"201708"
2017-02-26,"201709"
2017-02-27,"201709"
2017-02-28,"201709"
2017-03-01,"201709"
2017-03-02,"201709"
2017-03-03,"201709"
2017-03-04,"201709"
2017-03-05,"201710"
2017-03-06,"201710"
2017-03-07,"201710"
2017-03-08,"201710"
2017-03-09,"201710"
2017-03-10,"201710"
2017-03-11,"201710"
2017-03-12,"201711"
2017-03-13,"201711"
2017-03-14,"201711"
2017-03-15,"201711"
2017-03-16,"201711"
2017-03-17,"201711"
2017-03-18,"201711"
2017-03-19,"201712"
2017-03-20,"201712"
2017-03-21,"201712"
2017-03-22,"201712"
2017-03-23,"201712"
2017-03-24,"201712"
2017-03-25,"201712"
2017-03-26,"201713"
2017-03-27,"201713"
2017-03-28,"201713"
2017-03-29,"201713"
2017-03-30,"201713"
2017-03-31,"201713"
2017-04-01,"201713"
2017-04-02,"201714"
2017-04-03,"201714"
2017-04-04,"201714"
2017-04-05,"201714"
2017-04-06,"201714"
2017-04-07,"201714"
2017-04-08,"201714"
2017-04-09,"201715"
2017-04-10,"201715"
2017-04-11,"201715"
2017-04-12,"201715"
2017-04-13,"201715"
2017-04-14,"201715"
2017-04-15,"201715"
2017-04-16,"201716"
2017-04-17,"201716"
2017-04-18,"201716"
2017-04-19,"201716"
2017-04-20,"201716"
2017-04-21,"201716"
2017-04-22,"201716"
2017-04-23,"201717"
2017-04-24,"201717"
2017-04-25,"201717"
2017-04-26,"201717"
2017-04-27,"201717"
2017-04-28,"201717"
2017-04-29,"201717"
2017-04-30,"201718"
2017-05-01,"201718"
2017-05-02,"201718"
2017-05-03,"201718"
2017-05-04,"201718"
2017-05-05,"201718"
2017-05-06,"201718"
2017-05-07,"201719"
2017-05-08,"201719"
2017-05-09,"201719"
2017-05-10,"201719"
2017-05-11,"201719"
2017-05-12,"201719"
2017-05-13,"201719"
2017-05-14,"201720"
2017-05-15,"201720"
2017-05-16,"201720"
2017-05-17,"201720"
2017-05-18,"201720"
2017-05-19,"201720"
2017-05-20,"201720"
2017-05-21,"201721"
2017-05-22,"201721"
2017-05-23,"201721"
2017-05-24,"201721"
2017-05-25,"201721"
2017-05-26,"201721"
2017-05-27,"201721"
2017-05-28,"201722"
2017-05-29,"201722"
2017-05-30,"201722"
2017-05-31,"201722"
2017-06-01,"201722"
2017-06-02,"201722"
2017-06-03,"201722"
2017-06-04,"201723"
2017-06-05,"201723"
2017-06-06,"201723"
2017-06-07,"201723"
2017-06-08,"201723"
2017-06-09,"201723"
2017-06-10,"201723"
2017-06-11,"201724"
2017-06-12,"201724"
2017-06-13,"201724"
2017-06-14,"201724"
2017-06-15,"201724"
2017-06-16,"201724"
2017-06-17,"201724"
2017-06-18,"201725"
2017-06-19,"201725"
2017-06-20,"201725"
2017-06-21,"201725"
2017-06-22,"201725"
2017-06-23,"201725"
2017-06-24,"201725"
2017-06-25,"201726"
2017-06-26,"201726"
2017-06-27,"201726"
2017-06-28,"201726"
2017-06-29,"201726"
2017-06-30,"201726"
2017-07-01,"201726"
2017-07-02,"201727"
2017-07-03,"201727"
2017-07-04,"201727"
2017-07-05,"201727"
2017-07-06,"201727"
2017-07-07,"201727"
2017-07-08,"201727"
2017-07-09,"201728"
2017-07-10,"201728"
2017-07-11,"201728"
2017-07-12,"201728"
2017-07-13,"201728"
2017-07-14,"201728"
2017-07-15,"201728"
2017-07-16,"201729"
2017-07-17,"201729"
2017-07-18,"201729"
2017-07-19,"201729"
2017-07-20,"201729"
2017-07-21,"201729"
2017-07-22,"201729"
2017-07-23,"201730"
2017-07-24,"201730"
2017-07-25,"201730"
2017-07-26,"201730"
2017-07-27,"201730"
2017-07-28,"201730"
2017-07-29,"201730"
2017-07-30,"201731"
2017-07-31,"201731"
2017-08-01,"201731"
2017-08-02,"201731"
2017-08-03,"201731"
2017-08-04,"201731"
2017-08-05,"201731"
2017-08-06,"201732"
2017-08-07,"201732"
2017-08-08,"201732"
2017-08-09,"201732"
2017-08-10,"201732"
2017-08-11,"201732"
2017-08-12,"201732"
2017-08-13,"201733"
2017-08-14,"201733"
2017-08-15,"201733"
2017-08-16,"201733"
2017-08-17,"201733"
2017-08-18,"201733"
2017-08-19,"201733"
2017-08-20,"201734"
2017-08-21,"201734"
2017-08-22,"201734"
2017-08-23,"201734"
2017-08-24,"201734"
2017-08-25,"201734"
2017-08-26,"201734"
2017-08-27,"201735"
2017-08-28,"201735"
2017-08-29,"201735"
2017-08-30,"201735"
2017-08-31,"201735"
2017-09-01,"201735"
2017-09-02,"201735"
2017-09-03,"201736"
2017-09-04,"201736"
2017-09-05,"201736"
2017-09-06,"201736"
2017-09-07,"201736"
2017-09-08,"201736"
2017-09-09,"201736"
2017-09-10,"201737"
2017-09-11,"201737"
2017-09-12,"201737"
2017-09-13,"201737"
2017-09-14,"201737"
2017-09-15,"201737"
2017-09-16,"201737"
2017-09-17,"201738"
2017-09-18,"201738"
2017-09-19,"201738"
2017-09-20,"201738"
2017-09-21,"201738"
2017-09-22,"201738"
2017-09-23,"201738"
2017-09-24,"201739"
2017-09-25,"201739"
2017-09-26,"201739"
2017-09-27,"201739"
2017-09-28,"201739"
2017-09-29,"201739"
2017-09-30,"201739"
2017-10-01,"201740"
2017-10-02,"201740"
2017-10-03,"201740"
2017-10-04,"201740"
2017-10-05,"201740"
2017-10-06,"201740"
2017-10-07,"201740"
2017-10-08,"201741"
2017-10-09,"201741"
2017-10-10,"201741"
2017-10-11,"201741"
2017-10-12,"201741"
2017-10-13,"201741"
2017-10-14,"201741"
2017-10-15,"201742"
2017-10-16,"201742"
2017-10-17,"201742"
2017-10-18,"201742"
2017-10-19,"201742"
2017-10-20,"201742"
2017-10-21,"201742"
2017-10-22,"201743"
2017-10-23,"201743"
2017-10-24,"201743"
2017-10-25,"201743"
2017-10-26,"201743"
2017-10-27,"201743"
2017-10-28,"201743"
2017-10-29,"201744"
2017-10-30,"201744"
2017-10-31,"201744"
2017-11-01,"201744"
2017-11-02,"201744"
2017-11-03,"201744"
2017-11-04,"201744"
2017-11-05,"201745"
2017-11-06,"201745"
2017-11-07,"201745"
2017-11-08,"201745"
2017-11-09,"201745"
2017-11-10,"201745"
2017-11-11,"201745"
2017-11-12,"201746"
2017-11-13,"201746"
2017-11-14,"201746"
2017-11-15,"201746"
2017-11-16,"201746"
2017-11-17,"201746"
2017-11-18,"201746"
2017-11-19,"201747"
2017-11-20,"201747"
2017-11-21,"201747"
2017-11-22,"201747"
2017-11-23,"201747"
2017-11-24,"201747"
2017-11-25,"201747"
2017-11-26,"201748"
2017-11-27,"201748"
2017-11-28,"201748"
2017-11-29,"201748"
2017-11-30,"201748"
2017-12-01,"201748"
2017-12-02,"201748"
2017-12-03,"201749"
2017-12-04,"201749"
2017-12-05,"201749"
2017-12-06,"201749"
2017-12-07,"201749"
2017-12-08,"201749"
2017-12-09,"201749"
2017-12-10,"201750"
2017-12-11,"201750"
2017-12-12,"201750"
2017-12-13,"201750"
2017-12-14,"201750"
2017-12-15,"201750"
2017-12-16,"201750"
2017-12-17,"201751"
2017-12-18,"201751"
2017-12-19,"201751"
2017-12-20,"201751"
2017-12-21,"201751"
2017-12-22,"201751"
2017-12-23,"201751"
2017-12-24,"201752"
2017-12-25,"201752"
2017-12-26,"201752"
2017-12-27,"201752"
2017-12-28,"201752"
2017-12-29,"201752"
2017-12-30,"201752"
2017-12-31,"201801"
2018-01-01,"201801"
2018-01-02,"201801"
2018-01-03,"201801"
2018-01-04,"201801"
2018-01-05,"201801"
2018-01-06,"201801"
2018-01-07,"201802"
2018-01-08,"201802"
2018-01-09,"201802"
2018-01-10,"201802"
2018-01-11,"201802"
2018-01-12,"201802"
2018-01-13,"201802"
2018-01-14,"201803"
2018-01-15,"201803"
2018-01-16,"201803"
2018-01-17,"201803"
2018-01-18,"201803"
2018-01-19,"201803"
2018-01-20,"201803"
2018-01-21,"201804"
2018-01-22,"201804"
2018-01-23,"201804"
2018-01-24,"201804"
2018-01-25,"201804"
2018-01-26,"201804"
2018-01-27,"201804"
2018-01-28,"201805"
2018-01-29,"201805"
2018-01-30,"201805"
2018-01-31,"201805"
2018-02-01,"201805"
2018-02-02,"201805"
2018-02-03,"201805"
2018-02-04,"201806"
2018-02-05,"201806"
2018-02-06,"201806"
2018-02-07,"201806"
2018-02-08,"201806"
2018-02-09,"201806"
2018-02-10,"201806"
2018-02-11,"201807"
2018-02-12,"201807"
2018-02-13,"201807"
2018-02-14,"201807"
2018-02-15,"201807"
2018-02-16,"201807"
2018-02-17,"201807"
2018-02-18,"201808"
2018-02-19,"201808"
2018-02-20,"201808"
2018-02-21,"201808"
2018-02-22,"201808"
2018-02-23,"201808"
2018-02-24,"201808"
2018-02-25,"201809"
2018-02-26,"201809"
2018-02-27,"201809"
2018-02-28,"201809"
2018-03-01,"201809"
2018-03-02,"201809"
2018-03-03,"201809"
2018-03-04,"201810"
2018-03-05,"201810"
2018-03-06,"201810"
2018-03-07,"201810"
2018-03-08,"201810"
2018-03-09,"201810"
2018-03-10,"201810"
2018-03-11,"201811"
2018-03-12,"201811"
2018-03-13,"201811"
2018-03-14,"201811"
2018-03-15,"201811"
2018-03-16,"201811"
2018-03-17,"201811"
2018-03-18,"201812"
2018-03-19,"201812"
2018-03-20,"201812"
2018-03-21,"201812"
2018-03-22,"201812"
2018-03-23,"201812"
2018-03-24,"201812"
2018-03-25,"201813"
2018-03-26,"201813"
2018-03-27,"201813"
2018-03-28,"201813"
2018-03-29,"201813"
2018-03-30,"201813"
2018-03-31,"201813"
2018-04-01,"201814"
2018-04-02,"201814"
2018-04-03,"201814"
2018-04-04,"201814"
2018-04-05,"201814"
2018-04-06,"201814"
2018-04-07,"201814"
2018-04-08,"201815"
2018-04-09,"201815"
2018-04-10,"201815"
2018-04-11,"201815"
2018-04-12,"201815"
2018-04-13,"201815"
2018-04-14,"201815"
2018-04-15,"201816"
2018-04-16,"201816"
2018-04-17,"201816"
2018-04-18,"201816"
2018-04-19,"201816"
2018-04-20,"201816"
2018-04-21,"201816"
2018-04-22,"201817"
2018-04-23,"201817"
2018-04-24,"201817"
2018-04-25,"201817"
2018-04-26,"201817"
2018-04-27,"201817"
2018-04-28,"201817"
2018-04-29,"201818"
2018-04-30,"201818"
2018-05-01,"201818"
2018-05-02,"201818"
2018-05-03,"201818"
2018-05-04,"201818"
2018-05-05,"201818"
2018-05-06,"201819"
2018-05-07,"201819"
2018-05-08,"201819"
2018-05-09,"201819"
2018-05-10,"201819"
2018-05-11,"201819"
2018-05-12,"201819"
2018-05-13,"201820"
2018-05-14,"201820"
2018-05-15,"201820"
2018-05-16,"201820"
2018-05-17,"201820"
2018-05-18,"201820"
2018-05-19,"201820"
2018-05-20,"201821"
2018-05-21,"201821"
2018-05-22,"201821"
2018-05-23,"201821"
2018-05-24,"201821"
2018-05-25,"201821"
2018-05-26,"201821"
2018-05-27,"201822"
2018-05-28,"201822"
2018-05-29,"201822"
2018-05-30,"201822"
2018-05-31,"201822"
2018-06-01,"201822"
2018-06-02,"201822"
2018-06-03,"201823"
2018-06-04,"201823"
2018-06-05,"201823"
2018-06-06,"201823"
2018-06-07,"201823"
2018-06-08,"201823"
2018-06-09,"201823"
2018-06-10,"201824"
2018-06-11,"201824"
2018-06-12,"201824"
2018-06-13,"201824"
2018-06-14,"201824"
2018-06-15,"201824"
2018-06-16,"201824"
2018-06-17,"201825"
2018-06-18,"201825"
2018-06-19,"201825"
2018-06-20,"201825"
2018-06-21,"201825"
2018-06-22,"201825"
2018-06-23,"201825"
2018-06-24,"201826"
2018-06-25,"201826"
2018-06-26,"201826"
2018-06-27,"201826"
2018-06-28,"201826"
2018-06-29,"201826"
2018-06-30,"201826"
2018-07-01,"201827"
2018-07-02,"201827"
2018-07-03,"201827"
2018-07-04,"201827"
2018-07-05,"201827"
2018-07-06,"201827"
2018-07-07,"201827"
2018-07-08,"201828"
2018-07-09,"201828"
2018-07-10,"201828"
2018-07-11,"201828"
2018-07-12,"201828"
2018-07-13,"201828"
2018-07-14,"201828"
2018-07-15,"201829"
2018-07-16,"201829"
2018-07-17,"201829"
2018-07-18,"201829"
2018-07-19,"201829"
2018-07-20,"201829"
2018-07-21,"201829"
2018-07-22,"201830"
2018-07-23,"201830"
2018-07-24,"201830"
2018-07-25,"201830"
2018-07-26,"201830"
2018-07-27,"201830"
2018-07-28,"201830"
2018-07-29,"201831"
2018-07-30,"201831"
2018-07-31,"201831"
2018-08-01,"201831"
2018-08-02,"201831"
2018-08-03,"201831"
2018-08-04,"201831"
2018-08-05,"201832"
2018-08-06,"201832"
2018-08-07,"201832"
2018-08-08,"201832"
2018-08-09,"201832"
2018-08-10,"201832"
2018-08-11,"201832"
2018-08-12,"201833"
2018-08-13,"201833"
2018-08-14,"201833"
2018-08-15,"201833"
2018-08-16,"201833"
2018-08-17,"201833"
2018-08-18,"201833"
2018-08-19,"201834"
2018-08-20,"201834"
2018-08-21,"201834"
2018-08-22,"201834"
2018-08-23,"201834"
2018-08-24,"201834"
2018-08-25,"201834"
2018-08-26,"201835"
2018-08-27,"201835"
2018-08-28,"201835"
2018-08-29,"201835"
2018-08-30,"201835"
2018-08-31,"201835"
2018-09-01,"201835"
2018-09-02,"201836"
2018-09-03,"201836"
2018-09-04,"201836"
2018-09-05,"201836"
2018-09-06,"201836"
2018-09-07,"201836"
2018-09-08,"201836"
2018-09-09,"201837"
2018-09-10,"201837"
2018-09-11,"201837"
2018-09-12,"201837"
2018-09-13,"201837"
2018-09-14,"201837"
2018-09-15,"201837"
2018-09-16,"201838"
2018-09-17,"201838"
2018-09-18,"201838"
2018-09-19,"201838"
2018-09-20,"201838"
2018-09-21,"201838"
2018-09-22,"201838"
2018-09-23,"201839"
2018-09-24,"201839"
2018-09-25,"201839"
2018-09-26,"201839"
2018-09-27,"201839"
2018-09-28,"201839"
2018-09-29,"201839"
2018-09-30,"201840"
2018-10-01,"201840"
2018-10-02,"201840"
2018-10-03,"201840"
2018-10-04,"201840"
2018-10-05,"201840"
2018-10-06,"201840"
2018-10-07,"201841"
2018-10-08,"201841"
2018-10-09,"201841"
2018-10-10,"201841"
2018-10-11,"201841"
2018-10-12,"201841"
2018-10-13,"201841"
2018-10-14,"201842"
2018-10-15,"201842"
2018-10-16,"201842"
2018-10-17,"201842"
2018-10-18,"201842"
2018-10-19,"201842"
2018-10-20,"201842"
2018-10-21,"201843"
2018-10-22,"201843"
2018-10-23,"201843"
2018-10-24,"201843"
2018-10-25,"201843"
2018-10-26,"201843"
2018-10-27,"201843"
2018-10-28,"201844"
2018-10-29,"201844"
2018-10-30,"201844"
2018-10-31,"201844"
2018-11-01,"201844"
2018-11-02,"201844"
2018-11-03,"201844"
2018-11-04,"201845"
2018-11-05,"201845"
2018-11-06,"201845"
2018-11-07,"201845"
2018-11-08,"201845"
2018-11-09,"201845"
2018-11-10,"201845"
2018-11-11,"201846"
2018-11-12,"201846"
2018-11-13,"201846"
2018-11-14,"201846"
2018-11-15,"201846"
2018-11-16,"201846"
2018-11-17,"201846"
2018-11-18,"201847"
2018-11-19,"201847"
2018-11-20,"201847"
2018-11-21,"201847"
2018-11-22,"201847"
2018-11-23,"201847"
2018-11-24,"201847"
2018-11-25,"201848"
2018-11-26,"201848"
2018-11-27,"201848"
2018-11-28,"201848"
2018-11-29,"201848"
2018-11-30,"201848"
2018-12-01,"201848"
2018-12-02,"201849"
2018-12-03,"201849"
2018-12-04,"201849"
2018-12-05,"201849"
2018-12-06,"201849"
2018-12-07,"201849"
2018-12-08,"201849"
2018-12-09,"201850"
2018-12-10,"201850"
2018-12-11,"201850"
2018-12-12,"201850"
2018-12-13,"201850"
2018-12-14,"201850"
2018-12-15,"201850"
2018-12-16,"201851"
2018-12-17,"201851"
2018-12-18,"201851"
2018-12-19,"201851"
2018-12-20,"201851"
2018-12-21,"201851"
2018-12-22,"201851"
2018-12-23,"201852"
2018-12-24,"201852"
2018-12-25,"201852"
2018-12-26,"201852"
2018-12-27,"201852"
2018-12-28,"201852"
2018-12-29,"201852"
2018-12-30,"201901"
2018-12-31,"201901"
2019-01-01,"201901"
2019-01-02,"201901"
2019-01-03,"201901"
2019-01-04,"201901"
2019-01-05,"201901"
2019-01-06,"201902"
2019-01-07,"201902"
2019-01-08,"201902"
2019-01-09,"201902"
2019-01-10,"201902"
2019-01-11,"201902"
2019-01-12,"201902"
2019-01-13,"201903"
2019-01-14,"201903"
2019-01-15,"201903"
2019-01-16,"201903"
2019-01-17,"201903"
2019-01-18,"201903"
2019-01-19,"201903"
2019-01-20,"201904"
2019-01-21,"201904"
2019-01-22,"201904"
2019-01-23,"201904"
2019-01-24,"201904"
2019-01-25,"201904"
2019-01-26,"201904"
2019-01-27,"201905"
2019-01-28,"201905"
2019-01-29,"201905"
2019-01-30,"201905"
2019-01-31,"201905"
2019-02-01,"201905"
2019-02-02,"201905"
2019-02-03,"201906"
2019-02-04,"201906"
2019-02-05,"201906"
2019-02-06,"201906"
2019-02-07,"201906"
2019-02-08,"201906"
2019-02-09,"201906"
2019-02-10,"201907"
2019-02-11,"201907"
2019-02-12,"201907"
2019-02-13,"201907"
2019-02-14,"201907"
2019-02-15,"201907"
2019-02-16,"201907"
2019-02-17,"201908"
2019-02-18,"201908"
2019-02-19,"201908"
2019-02-20,"201908"
2019-02-21,"201908"
2019-02-22,"201908"
2019-02-23,"201908"
2019-02-24,"201909"
2019-02-25,"201909"
2019-02-26,"201909"
2019-02-27,"201909"
2019-02-28,"201909"
2019-03-01,"201909"
